service,s,d,studage,lectage,dept,y,t,k,m
0,244,936,6,5,6,4,14,5616,70
0,244,1059,6,6,6,5,17.5,6354,105
0,244,1173,6,6,6,4,14,7038,84
0,244,1265,6,6,6,5,17.5,7590,105
0,244,1676,6,6,6,2,7,10056,42
0,244,1687,6,5,6,1,3.5,10122,17.5
0,244,1771,6,6,6,1,3.5,10626,21
0,244,1827,6,6,6,1,3.5,10962,21
0,244,1879,6,5,6,5,17.5,11274,87.5
0,244,2074,6,1,6,4,14,12444,14
0,244,2083,6,1,6,3,10.5,12498,10.5
0,245,15,8,6,7,2,7,120,42
0,245,64,8,2,7,3,10.5,512,21
0,245,126,8,6,7,3,10.5,1008,63
0,245,238,8,6,7,3,10.5,1904,63
0,245,287,8,6,7,4,14,2296,84
0,245,548,8,6,7,2,7,4384,42
0,245,616,8,6,7,4,14,4928,84
0,245,855,8,2,7,2,7,6840,14
0,245,900,8,6,7,2,7,7200,42
0,245,911,8,6,7,1,3.5,7288,21
0,245,1138,8,3,7,4,14,9104,42
0,245,1195,8,6,7,4,14,9560,84
0,245,1262,8,2,7,3,10.5,10096,21
0,245,1277,8,1,7,4,14,10216,14
0,245,1337,8,2,7,3,10.5,10696,21
0,245,1416,8,2,7,5,17.5,11328,35
0,245,1466,8,6,7,3,10.5,11728,63
0,245,1487,8,6,7,4,14,11896,84
0,245,1649,8,1,7,3,10.5,13192,10.5
0,245,1725,8,6,7,4,14,13800,84
0,245,1788,8,3,7,5,17.5,14304,52.5
0,245,1802,8,2,7,5,17.5,14416,35
0,245,1850,8,6,7,4,14,14800,84
0,245,2004,8,2,7,2,7,16032,14
0,245,2128,8,1,7,5,17.5,17024,17.5
0,246,119,6,3,3,4,14,714,42
0,246,240,6,4,3,4,14,1440,56
0,246,275,6,3,3,4,14,1650,42
0,246,443,6,1,3,4,14,2658,14
0,246,575,6,2,3,3,10.5,3450,21
0,246,638,6,3,3,3,10.5,3828,31.5
0,246,722,6,2,3,1,3.5,4332,7
0,246,959,6,3,3,1,3.5,5754,10.5
0,246,1176,6,2,3,3,10.5,7056,21
0,246,1244,6,1,3,3,10.5,7464,10.5
0,246,1565,6,2,3,4,14,9390,28
0,246,1711,6,2,3,4,14,10266,28
0,246,1881,6,2,3,1,3.5,11286,7
0,246,1919,6,2,3,2,7,11514,14
0,246,1939,6,2,3,4,14,11634,28
0,246,2085,6,2,3,3,10.5,12510,21
0,247,12,8,1,14,1,3.5,96,3.5
0,247,61,8,6,14,3,10.5,488,63
0,247,135,8,3,14,1,3.5,1080,10.5
0,247,178,8,1,14,5,17.5,1424,17.5
0,247,182,8,4,14,4,14,1456,56
0,247,824,8,3,14,2,7,6592,21
0,247,989,8,3,14,1,3.5,7912,10.5
0,247,1091,8,1,14,4,14,8728,14
0,247,1263,8,4,14,5,17.5,10104,70
0,247,1276,8,5,14,3,10.5,10208,52.5
0,247,1316,8,3,14,3,10.5,10528,31.5
0,247,1356,8,5,14,3,10.5,10848,52.5
0,247,1383,8,4,14,2,7,11064,28
0,247,1645,8,4,14,2,7,13160,28
0,247,1666,8,6,14,3,10.5,13328,63
0,247,1672,8,5,14,2,7,13376,35
0,247,1956,8,1,14,1,3.5,15648,3.5
0,247,2052,8,5,14,4,14,16416,70
0,247,2123,8,3,14,4,14,16984,42
0,248,25,8,6,5,5,17.5,200,105
0,248,100,8,4,5,4,14,800,56
0,248,115,8,3,5,5,17.5,920,52.5
0,248,117,8,4,5,2,7,936,28
0,248,125,8,1,5,2,7,1000,7
0,248,224,8,1,5,3,10.5,1792,10.5
0,248,316,8,4,5,4,14,2528,56
0,248,321,8,1,5,4,14,2568,14
0,248,353,8,1,5,3,10.5,2824,10.5
0,248,378,8,1,5,4,14,3024,14
0,248,453,8,1,5,5,17.5,3624,17.5
0,248,536,8,1,5,4,14,4288,14
0,248,756,8,6,5,5,17.5,6048,105
0,248,763,8,3,5,5,17.5,6104,52.5
0,248,801,8,3,5,5,17.5,6408,52.5
0,248,842,8,6,5,3,10.5,6736,63
0,248,899,8,6,5,4,14,7192,84
0,248,901,8,3,5,4,14,7208,42
0,248,988,8,6,5,3,10.5,7904,63
0,248,1023,8,3,5,3,10.5,8184,31.5
0,248,1041,8,1,5,4,14,8328,14
0,248,1090,8,4,5,3,10.5,8720,42
0,248,1157,8,1,5,5,17.5,9256,17.5
0,248,1317,8,6,5,3,10.5,10536,63
0,248,1397,8,6,5,2,7,11176,42
0,248,1696,8,3,5,4,14,13568,42
0,248,1764,8,1,5,5,17.5,14112,17.5
0,248,1813,8,3,5,3,10.5,14504,31.5
0,248,1834,8,4,5,5,17.5,14672,70
0,249,17,4,3,2,4,14,68,42
0,249,65,4,5,2,1,3.5,260,17.5
0,249,1067,4,1,2,2,7,4268,7
0,249,1361,4,2,2,3,10.5,5444,21
0,249,1694,4,1,2,1,3.5,6776,3.5
0,250,66,2,1,11,5,17.5,132,17.5
0,250,96,2,1,11,4,14,192,14
0,250,1155,2,1,11,4,14,2310,14
0,250,2013,2,2,11,4,14,4026,28
0,251,61,4,2,14,3,10.5,244,21
0,251,135,4,1,14,2,7,540,7
0,251,989,4,2,14,3,10.5,3956,21
0,251,1356,4,2,14,3,10.5,5424,21
0,251,1666,4,4,14,5,17.5,6664,70
0,251,1797,4,4,14,3,10.5,7188,42
0,252,61,4,2,14,5,17.5,244,35
0,252,135,4,5,14,2,7,540,35
0,252,989,4,2,14,4,14,3956,28
0,252,1127,4,1,14,5,17.5,4508,17.5
0,252,1356,4,1,14,4,14,5424,14
0,252,1666,4,6,14,3,10.5,6664,63
0,252,1672,4,1,14,5,17.5,6688,17.5
0,252,1797,4,6,14,4,14,7188,84
0,252,2052,4,1,14,3,10.5,8208,10.5
0,253,119,6,1,3,3,10.5,714,10.5
0,253,240,6,4,3,5,17.5,1440,70
0,253,275,6,1,3,5,17.5,1650,17.5
0,253,443,6,1,3,1,3.5,2658,3.5
0,253,575,6,1,3,5,17.5,3450,17.5
0,253,638,6,1,3,3,10.5,3828,10.5
0,253,722,6,1,3,1,3.5,4332,3.5
0,253,728,6,3,3,4,14,4368,42
0,253,918,6,1,3,1,3.5,5508,3.5
0,253,959,6,1,3,1,3.5,5754,3.5
0,253,1205,6,3,3,5,17.5,7230,52.5
0,253,1244,6,1,3,5,17.5,7464,17.5
0,253,1305,6,1,3,4,14,7830,14
0,253,1355,6,2,3,1,3.5,8130,7
0,253,1711,6,1,3,4,14,10266,14
0,253,1842,6,6,3,1,3.5,11052,21
0,253,1881,6,1,3,3,10.5,11286,10.5
0,253,1939,6,1,3,4,14,11634,14
0,253,2085,6,1,3,3,10.5,12510,10.5
0,254,119,4,1,3,4,14,476,14
0,254,240,4,4,3,5,17.5,960,70
0,254,275,4,1,3,4,14,1100,14
0,254,432,4,3,3,1,3.5,1728,10.5
0,254,575,4,1,3,4,14,2300,14
0,254,638,4,1,3,1,3.5,2552,3.5
0,254,918,4,2,3,1,3.5,3672,7
0,254,959,4,1,3,1,3.5,3836,3.5
0,254,1018,4,4,3,5,17.5,4072,70
0,254,1244,4,3,3,3,10.5,4976,31.5
0,254,1482,4,1,3,1,3.5,5928,3.5
0,254,1711,4,2,3,4,14,6844,28
0,255,82,4,2,9,4,14,328,28
0,255,305,4,1,9,2,7,1220,7
0,255,420,4,2,9,5,17.5,1680,35
0,255,587,4,1,9,3,10.5,2348,10.5
0,255,624,4,3,9,5,17.5,2496,52.5
0,255,802,4,4,9,5,17.5,3208,70
0,255,805,4,1,9,5,17.5,3220,17.5
0,255,873,4,1,9,5,17.5,3492,17.5
0,255,1207,4,3,9,5,17.5,4828,52.5
0,255,1302,4,2,9,3,10.5,5208,21
0,255,1306,4,1,9,3,10.5,5224,10.5
0,255,1312,4,3,9,4,14,5248,42
0,255,1354,4,1,9,3,10.5,5416,10.5
0,255,1530,4,2,9,5,17.5,6120,35
0,255,1893,4,4,9,5,17.5,7572,70
0,255,2100,4,2,9,5,17.5,8400,35
0,255,2116,4,1,9,4,14,8464,14
0,256,61,4,2,14,4,14,244,28
0,256,135,4,3,14,5,17.5,540,52.5
0,256,989,4,2,14,3,10.5,3956,21
0,256,1127,4,1,14,4,14,4508,14
0,256,1356,4,1,14,5,17.5,5424,17.5
0,256,1666,4,4,14,5,17.5,6664,70
0,256,1672,4,1,14,5,17.5,6688,17.5
0,256,1797,4,4,14,2,7,7188,28
0,257,157,8,5,11,3,10.5,1256,52.5
0,257,187,8,5,11,5,17.5,1496,87.5
0,257,296,8,1,11,3,10.5,2368,10.5
0,257,314,8,1,11,5,17.5,2512,17.5
0,257,622,8,6,11,4,14,4976,84
0,257,1115,8,6,11,2,7,8920,42
0,257,1155,8,3,11,3,10.5,9240,31.5
0,257,1240,8,1,11,3,10.5,9920,10.5
0,257,1264,8,1,11,5,17.5,10112,17.5
0,257,1504,8,6,11,2,7,12032,42
0,257,1536,8,4,11,1,3.5,12288,14
0,257,1709,8,1,11,3,10.5,13672,10.5
0,257,1722,8,6,11,3,10.5,13776,63
0,257,1780,8,3,11,2,7,14240,21
0,257,1817,8,6,11,2,7,14536,42
0,257,1845,8,3,11,5,17.5,14760,52.5
0,257,1863,8,1,11,3,10.5,14904,10.5
0,258,119,6,3,3,5,17.5,714,52.5
0,258,240,6,4,3,5,17.5,1440,70
0,258,275,6,3,3,3,10.5,1650,31.5
0,258,512,6,6,3,2,7,3072,42
0,258,575,6,4,3,3,10.5,3450,42
0,258,728,6,3,3,3,10.5,4368,31.5
0,258,1205,6,3,3,3,10.5,7230,31.5
0,258,1244,6,5,3,4,14,7464,70
0,258,1355,6,1,3,4,14,8130,14
0,258,1711,6,4,3,4,14,10266,56
0,258,1881,6,2,3,2,7,11286,14
0,258,1939,6,2,3,3,10.5,11634,21
0,259,135,2,1,14,1,3.5,270,3.5
0,259,1666,2,2,14,4,14,3332,28
0,259,1797,2,2,14,4,14,3594,28
0,260,61,6,4,14,5,17.5,366,70
0,260,135,6,5,14,1,3.5,810,17.5
0,260,824,6,1,14,4,14,4944,14
0,260,989,6,1,14,5,17.5,5934,17.5
0,260,1127,6,3,14,2,7,6762,21
0,260,1356,6,3,14,2,7,8136,21
0,260,1666,6,6,14,3,10.5,9996,63
0,260,1672,6,3,14,2,7,10032,21
0,260,1797,6,6,14,3,10.5,10782,63
0,260,2052,6,3,14,3,10.5,12312,31.5
0,261,65,2,1,2,4,14,130,14
0,262,139,4,2,12,3,10.5,556,21
0,262,204,4,1,12,3,10.5,816,10.5
0,262,361,4,2,12,4,14,1444,28
0,262,436,4,3,12,5,17.5,1744,52.5
0,262,593,4,1,12,4,14,2372,14
0,262,602,4,3,12,2,7,2408,21
0,262,675,4,3,12,3,10.5,2700,31.5
0,262,687,4,2,12,2,7,2748,14
0,262,787,4,2,12,2,7,3148,14
0,262,827,4,1,12,3,10.5,3308,10.5
0,262,1314,4,1,12,5,17.5,5256,17.5
0,262,1513,4,3,12,5,17.5,6052,52.5
0,262,1521,4,1,12,4,14,6084,14
0,262,1537,4,4,12,4,14,6148,56
0,262,1578,4,4,12,1,3.5,6312,14
0,262,1729,4,3,12,3,10.5,6916,31.5
0,262,1736,4,1,12,3,10.5,6944,10.5
0,262,1841,4,2,12,5,17.5,7364,35
0,262,2086,4,4,12,5,17.5,8344,70
0,263,66,2,1,11,5,17.5,132,17.5
0,263,96,2,1,11,4,14,192,14
0,263,1155,2,1,11,1,3.5,2310,3.5
0,263,2013,2,2,11,2,7,4026,14
0,264,119,6,1,3,3,10.5,714,10.5
0,264,275,6,1,3,3,10.5,1650,10.5
0,264,575,6,1,3,2,7,3450,7
0,264,638,6,1,3,2,7,3828,7
0,264,918,6,2,3,3,10.5,5508,21
0,264,959,6,1,3,2,7,5754,7
0,264,1355,6,5,3,3,10.5,8130,52.5
0,264,1482,6,1,3,5,17.5,8892,17.5
0,264,1711,6,2,3,5,17.5,10266,35
0,265,67,4,2,4,3,10.5,268,21
0,265,214,4,1,4,4,14,856,14
0,265,524,4,2,4,4,14,2096,28
0,265,540,4,4,4,1,3.5,2160,14
0,265,682,4,1,4,1,3.5,2728,3.5
0,265,737,4,2,4,4,14,2948,28
0,265,883,4,2,4,3,10.5,3532,21
0,265,893,4,4,4,2,7,3572,28
0,265,945,4,2,4,3,10.5,3780,21
0,265,962,4,1,4,4,14,3848,14
0,265,972,4,2,4,1,3.5,3888,7
0,265,973,4,4,4,3,10.5,3892,42
0,265,1025,4,2,4,1,3.5,4100,7
0,265,1028,4,4,4,2,7,4112,28
0,265,1154,4,1,4,3,10.5,4616,10.5
0,265,1186,4,2,4,5,17.5,4744,35
0,265,1284,4,4,4,2,7,5136,28
0,265,1457,4,2,4,2,7,5828,14
0,265,1554,4,1,4,3,10.5,6216,10.5
0,265,1594,4,2,4,4,14,6376,28
0,265,1747,4,2,4,1,3.5,6988,7
0,265,1782,4,1,4,1,3.5,7128,3.5
0,265,1998,4,2,4,1,3.5,7992,7
0,266,214,2,2,4,3,10.5,428,21
0,266,540,2,2,4,5,17.5,1080,35
0,266,893,2,2,4,5,17.5,1786,35
0,266,1284,2,2,4,4,14,2568,28
0,266,1594,2,1,4,2,7,3188,7
0,267,17,4,3,2,1,3.5,68,10.5
0,267,47,4,1,2,2,7,188,7
0,267,1067,4,1,2,2,7,4268,7
0,267,1361,4,2,2,2,7,5444,14
0,267,1694,4,1,2,1,3.5,6776,3.5
0,268,65,8,6,2,1,3.5,520,21
0,268,750,8,5,2,4,14,6000,70
0,268,1049,8,4,2,5,17.5,8392,70
0,268,1349,8,2,2,4,14,10792,28
0,268,1564,8,3,2,3,10.5,12512,31.5
0,268,1589,8,1,2,5,17.5,12712,17.5
0,268,2097,8,4,2,3,10.5,16776,42
0,269,25,8,5,5,5,17.5,200,87.5
0,269,115,8,3,5,3,10.5,920,31.5
0,269,117,8,4,5,2,7,936,28
0,269,125,8,1,5,4,14,1000,14
0,269,224,8,1,5,3,10.5,1792,10.5
0,269,353,8,1,5,3,10.5,2824,10.5
0,269,453,8,1,5,2,7,3624,7
0,269,536,8,1,5,3,10.5,4288,10.5
0,269,599,8,1,5,5,17.5,4792,17.5
0,269,756,8,5,5,3,10.5,6048,52.5
0,269,763,8,3,5,3,10.5,6104,31.5
0,269,801,8,3,5,5,17.5,6408,52.5
0,269,842,8,5,5,2,7,6736,35
0,269,899,8,5,5,1,3.5,7192,17.5
0,269,1023,8,3,5,2,7,8184,21
0,269,1090,8,5,5,1,3.5,8720,17.5
0,269,1157,8,6,5,2,7,9256,42
0,269,1317,8,5,5,4,14,10536,70
0,269,1397,8,6,5,3,10.5,11176,63
0,269,1813,8,2,5,4,14,14504,28
0,269,2108,8,3,5,3,10.5,16864,31.5
0,269,2113,8,2,5,3,10.5,16904,21
0,270,53,8,1,9,4,14,424,14
0,270,82,8,1,9,4,14,656,14
0,270,298,8,1,9,2,7,2384,7
0,270,420,8,3,9,5,17.5,3360,52.5
0,270,856,8,1,9,5,17.5,6848,17.5
0,271,82,6,1,9,3,10.5,492,10.5
0,271,228,6,1,9,5,17.5,1368,17.5
0,271,305,6,1,9,5,17.5,1830,17.5
0,271,356,6,2,9,5,17.5,2136,35
0,271,358,6,5,9,2,7,2148,35
0,271,420,6,4,9,3,10.5,2520,42
0,271,587,6,1,9,4,14,3522,14
0,271,624,6,1,9,5,17.5,3744,17.5
0,271,802,6,6,9,5,17.5,4812,105
0,271,805,6,4,9,3,10.5,4830,42
0,271,873,6,1,9,5,17.5,5238,17.5
0,271,1135,6,2,9,5,17.5,6810,35
0,271,1158,6,4,9,1,3.5,6948,14
0,271,1207,6,1,9,5,17.5,7242,17.5
0,271,1302,6,2,9,3,10.5,7812,21
0,271,1306,6,3,9,4,14,7836,42
0,271,1530,6,4,9,4,14,9180,56
0,271,1626,6,1,9,1,3.5,9756,3.5
0,271,1763,6,2,9,3,10.5,10578,21
0,271,1784,6,2,9,3,10.5,10704,21
0,271,1893,6,3,9,4,14,11358,42
0,272,111,2,1,8,2,7,222,7
0,272,150,2,2,8,2,7,300,14
0,272,732,2,2,8,3,10.5,1464,21
0,272,835,2,1,8,2,7,1670,7
0,272,1056,2,2,8,5,17.5,2112,35
0,272,1505,2,1,8,3,10.5,3010,10.5
0,272,1526,2,1,8,3,10.5,3052,10.5
0,272,1573,2,1,8,4,14,3146,14
0,272,1585,2,1,8,4,14,3170,14
0,272,1686,2,2,8,4,14,3372,28
0,272,1718,2,1,8,2,7,3436,7
0,272,1900,2,1,8,5,17.5,3800,17.5
0,272,1949,2,1,8,2,7,3898,7
0,272,2037,2,1,8,4,14,4074,14
0,273,34,6,2,14,4,14,204,28
0,273,61,6,4,14,5,17.5,366,70
0,273,98,6,2,14,1,3.5,588,7
0,273,135,6,5,14,2,7,810,35
0,273,727,6,2,14,5,17.5,4362,35
0,273,824,6,1,14,3,10.5,4944,10.5
0,273,989,6,1,14,1,3.5,5934,3.5
0,273,1127,6,3,14,4,14,6762,42
0,273,1221,6,1,14,1,3.5,7326,3.5
0,273,1263,6,2,14,5,17.5,7578,35
0,273,1316,6,1,14,3,10.5,7896,10.5
0,273,1356,6,3,14,4,14,8136,42
0,273,1383,6,2,14,3,10.5,8298,21
0,273,1584,6,1,14,3,10.5,9504,10.5
0,273,1666,6,6,14,3,10.5,9996,63
0,273,1672,6,3,14,2,7,10032,21
0,273,1797,6,2,14,5,17.5,10782,35
0,273,2052,6,3,14,3,10.5,12312,31.5
0,274,8,2,1,12,2,7,16,7
0,274,56,2,3,12,3,10.5,112,31.5
0,274,143,2,6,12,5,17.5,286,105
0,274,188,2,3,12,2,7,376,21
0,274,204,2,5,12,1,3.5,408,17.5
0,274,260,2,5,12,3,10.5,520,52.5
0,274,295,2,5,12,3,10.5,590,52.5
0,274,335,2,1,12,1,3.5,670,3.5
0,274,417,2,5,12,3,10.5,834,52.5
0,274,436,2,6,12,1,3.5,872,21
0,274,470,2,4,12,5,17.5,940,70
0,274,593,2,5,12,3,10.5,1186,52.5
0,274,623,2,2,12,5,17.5,1246,35
0,274,659,2,6,12,5,17.5,1318,105
0,274,691,2,4,12,3,10.5,1382,42
0,274,827,2,5,12,5,17.5,1654,87.5
0,274,838,2,6,12,4,14,1676,84
0,274,844,2,3,12,5,17.5,1688,52.5
0,274,864,2,2,12,5,17.5,1728,35
0,274,932,2,5,12,4,14,1864,70
0,274,1048,2,3,12,3,10.5,2096,31.5
0,274,1074,2,5,12,4,14,2148,70
0,274,1140,2,3,12,4,14,2280,42
0,274,1166,2,4,12,5,17.5,2332,70
0,274,1191,2,3,12,3,10.5,2382,31.5
0,274,1258,2,5,12,5,17.5,2516,87.5
0,274,1301,2,6,12,5,17.5,2602,105
0,274,1314,2,5,12,5,17.5,2628,87.5
0,274,1411,2,3,12,3,10.5,2822,31.5
0,274,1575,2,5,12,4,14,3150,70
0,274,1776,2,5,12,4,14,3552,70
0,274,1816,2,5,12,4,14,3632,70
0,274,1892,2,3,12,3,10.5,3784,31.5
0,274,1964,2,1,12,5,17.5,3928,17.5
0,274,1966,2,3,12,3,10.5,3932,31.5
0,274,2015,2,4,12,2,7,4030,28
0,275,18,8,1,10,5,17.5,144,17.5
0,275,20,8,1,10,5,17.5,160,17.5
0,275,84,8,4,10,3,10.5,672,42
0,275,273,8,6,10,4,14,2184,84
0,275,317,8,5,10,4,14,2536,70
0,275,377,8,2,10,5,17.5,3016,35
0,275,411,8,2,10,4,14,3288,28
0,275,441,8,5,10,3,10.5,3528,52.5
0,275,445,8,2,10,1,3.5,3560,7
0,275,637,8,1,10,3,10.5,5096,10.5
0,275,642,8,1,10,2,7,5136,7
0,275,668,8,1,10,4,14,5344,14
0,275,678,8,1,10,5,17.5,5424,17.5
0,275,681,8,2,10,4,14,5448,28
0,275,715,8,4,10,3,10.5,5720,42
0,275,716,8,4,10,4,14,5728,56
0,275,764,8,6,10,4,14,6112,84
0,275,845,8,5,10,2,7,6760,35
0,275,862,8,6,10,4,14,6896,84
0,275,940,8,1,10,4,14,7520,14
0,275,1172,8,6,10,5,17.5,9376,105
0,275,1451,8,5,10,3,10.5,11608,52.5
0,275,1704,8,5,10,4,14,13632,70
0,275,1749,8,6,10,4,14,13992,84
0,275,1790,8,4,10,4,14,14320,56
0,275,1873,8,5,10,5,17.5,14984,87.5
0,275,1977,8,3,10,5,17.5,15816,52.5
0,275,1984,8,6,10,4,14,15872,84
0,275,2084,8,6,10,4,14,16672,84
0,275,2096,8,3,10,5,17.5,16768,52.5
0,275,2145,8,4,10,4,14,17160,56
0,275,2157,8,4,10,1,3.5,17256,14
0,276,275,2,1,3,4,14,550,14
0,276,432,2,1,3,4,14,864,14
0,276,918,2,1,3,4,14,1836,14
0,276,1018,2,2,3,4,14,2036,28
0,276,1557,2,1,3,4,14,3114,14
0,276,1842,2,2,3,4,14,3684,28
0,276,1919,2,1,3,2,7,3838,7
0,277,19,6,6,15,3,10.5,114,63
0,277,41,6,5,15,5,17.5,246,87.5
0,277,112,6,2,15,5,17.5,672,35
0,277,155,6,1,15,3,10.5,930,10.5
0,277,352,6,6,15,5,17.5,2112,105
0,277,392,6,1,15,5,17.5,2352,17.5
0,277,404,6,1,15,5,17.5,2424,17.5
0,277,717,6,1,15,5,17.5,4302,17.5
0,277,760,6,3,15,3,10.5,4560,31.5
0,277,823,6,1,15,3,10.5,4938,10.5
0,277,925,6,2,15,5,17.5,5550,35
0,277,971,6,2,15,3,10.5,5826,21
0,277,1110,6,2,15,4,14,6660,28
0,277,1129,6,3,15,2,7,6774,21
0,277,1180,6,1,15,5,17.5,7080,17.5
0,277,1338,6,1,15,3,10.5,8028,10.5
0,277,1392,6,4,15,5,17.5,8352,70
0,277,1558,6,2,15,2,7,9348,14
0,277,1576,6,1,15,3,10.5,9456,10.5
0,277,1603,6,1,15,4,14,9618,14
0,277,1717,6,2,15,5,17.5,10302,35
0,277,1898,6,2,15,3,10.5,11388,21
0,277,2068,6,1,15,3,10.5,12408,10.5
0,278,273,2,1,10,1,3.5,546,3.5
0,278,377,2,2,10,1,3.5,754,7
0,278,862,2,2,10,1,3.5,1724,7
0,278,1172,2,1,10,1,3.5,2344,3.5
0,279,17,8,6,2,3,10.5,136,63
0,279,69,8,5,2,2,7,552,35
0,279,269,8,2,2,4,14,2152,28
0,279,327,8,1,2,4,14,2616,14
0,279,1049,8,4,2,3,10.5,8392,42
0,279,1067,8,6,2,2,7,8536,42
0,279,1267,8,6,2,1,3.5,10136,21
0,279,1349,8,2,2,4,14,10792,28
0,279,1361,8,5,2,3,10.5,10888,52.5
0,279,1564,8,1,2,4,14,12512,14
0,279,1600,8,2,2,2,7,12800,14
0,279,2097,8,4,2,1,3.5,16776,14
0,280,305,8,6,9,3,10.5,2440,63
0,280,420,8,4,9,5,17.5,3360,70
0,280,587,8,6,9,5,17.5,4696,105
0,280,624,8,3,9,5,17.5,4992,52.5
0,280,802,8,6,9,3,10.5,6416,63
0,280,805,8,6,9,3,10.5,6440,63
0,280,870,8,4,9,4,14,6960,56
0,280,881,8,5,9,3,10.5,7048,52.5
0,280,1066,8,2,9,5,17.5,8528,35
0,280,1207,8,6,9,5,17.5,9656,105
0,280,1354,8,5,9,2,7,10832,35
0,280,1688,8,3,9,3,10.5,13504,31.5
0,280,1763,8,4,9,3,10.5,14104,42
0,280,1784,8,3,9,4,14,14272,42
0,280,1829,8,4,9,4,14,14632,56
0,280,1893,8,5,9,2,7,15144,35
0,280,2116,8,2,9,2,7,16928,14
0,281,73,8,1,9,5,17.5,584,17.5
0,281,228,8,1,9,5,17.5,1824,17.5
0,281,305,8,3,9,1,3.5,2440,10.5
0,281,358,8,5,9,5,17.5,2864,87.5
0,281,420,8,2,9,4,14,3360,28
0,281,505,8,2,9,3,10.5,4040,21
0,281,587,8,2,9,1,3.5,4696,7
0,281,624,8,3,9,3,10.5,4992,31.5
0,281,802,8,6,9,5,17.5,6416,105
0,281,805,8,6,9,4,14,6440,84
0,281,881,8,5,9,5,17.5,7048,87.5
0,281,1207,8,6,9,4,14,9656,84
0,281,1312,8,1,9,1,3.5,10496,3.5
0,281,1354,8,1,9,5,17.5,10832,17.5
0,281,1390,8,3,9,1,3.5,11120,10.5
0,281,1763,8,2,9,1,3.5,14104,7
0,281,1784,8,2,9,3,10.5,14272,21
0,281,1893,8,5,9,4,14,15144,70
0,281,2100,8,3,9,4,14,16800,42
0,281,2116,8,3,9,3,10.5,16928,31.5
0,282,56,2,1,12,5,17.5,112,17.5
0,282,179,2,1,12,5,17.5,358,17.5
0,282,260,2,2,12,5,17.5,520,35
0,282,417,2,2,12,5,17.5,834,35
0,282,602,2,1,12,2,7,1204,7
0,282,659,2,2,12,5,17.5,1318,35
0,282,675,2,1,12,4,14,1350,14
0,282,827,2,2,12,3,10.5,1654,21
0,282,932,2,2,12,4,14,1864,28
0,282,1140,2,1,12,3,10.5,2280,10.5
0,282,1301,2,2,12,2,7,2602,14
0,282,1578,2,2,12,2,7,3156,14
0,282,1816,2,2,12,1,3.5,3632,7
0,283,53,6,1,9,4,14,318,14
0,283,82,6,1,9,5,17.5,492,17.5
0,283,228,6,1,9,3,10.5,1368,10.5
0,283,298,6,2,9,4,14,1788,28
0,283,305,6,3,9,1,3.5,1830,10.5
0,283,358,6,5,9,1,3.5,2148,17.5
0,283,420,6,4,9,1,3.5,2520,14
0,283,502,6,1,9,3,10.5,3012,10.5
0,283,587,6,3,9,2,7,3522,21
0,283,624,6,1,9,3,10.5,3744,10.5
0,283,802,6,6,9,3,10.5,4812,63
0,283,805,6,4,9,2,7,4830,28
0,283,873,6,1,9,4,14,5238,14
0,283,1158,6,4,9,3,10.5,6948,42
0,283,1207,6,5,9,4,14,7242,70
0,283,1302,6,2,9,1,3.5,7812,7
0,283,1306,6,1,9,1,3.5,7836,3.5
0,283,1354,6,3,9,1,3.5,8124,10.5
0,283,1530,6,4,9,2,7,9180,28
0,283,1566,6,2,9,2,7,9396,14
0,283,1763,6,2,9,1,3.5,10578,7
0,283,1867,6,1,9,4,14,11202,14
0,283,1893,6,3,9,5,17.5,11358,52.5
0,283,2116,6,1,9,2,7,12696,7
0,284,42,4,1,11,2,7,168,7
0,284,70,4,1,11,5,17.5,280,17.5
0,284,96,4,3,11,2,7,384,21
0,284,314,4,2,11,5,17.5,1256,35
0,284,583,4,1,11,5,17.5,2332,17.5
0,284,944,4,4,11,5,17.5,3776,70
0,284,1115,4,3,11,4,14,4460,42
0,284,1161,4,1,11,5,17.5,4644,17.5
0,284,1275,4,4,11,5,17.5,5100,70
0,284,1504,4,2,11,4,14,6016,28
0,284,1709,4,4,11,5,17.5,6836,70
0,284,1817,4,1,11,5,17.5,7268,17.5
0,285,20,8,1,10,5,17.5,160,17.5
0,285,84,8,6,10,4,14,672,84
0,285,273,8,6,10,3,10.5,2184,63
0,285,317,8,5,10,4,14,2536,70
0,285,380,8,2,10,3,10.5,3040,21
0,285,411,8,3,10,4,14,3288,42
0,285,441,8,5,10,2,7,3528,35
0,285,445,8,2,10,3,10.5,3560,21
0,285,637,8,1,10,2,7,5096,7
0,285,642,8,1,10,4,14,5136,14
0,285,678,8,2,10,2,7,5424,14
0,285,715,8,4,10,2,7,5720,28
0,285,940,8,1,10,3,10.5,7520,10.5
0,285,1172,8,6,10,2,7,9376,42
0,285,1384,8,3,10,3,10.5,11072,31.5
0,285,1622,8,1,10,3,10.5,12976,10.5
0,285,1665,8,1,10,5,17.5,13320,17.5
0,285,1704,8,3,10,4,14,13632,42
0,285,1749,8,4,10,2,7,13992,28
0,285,1754,8,3,10,5,17.5,14032,52.5
0,285,1790,8,4,10,5,17.5,14320,70
0,285,1977,8,3,10,3,10.5,15816,31.5
0,285,1984,8,6,10,1,3.5,15872,21
0,285,2032,8,2,10,4,14,16256,28
0,285,2084,8,6,10,3,10.5,16672,63
